timestamp,energy_output,temperature,humidity,wind_speed,solar_irradiance,panel_temp,voltage,current,power_factor,dust_level,maintenance_needed
2023-01-01 19:00:00,0.4,19.2,82.8,7.1,0.0,20.0,24.9,16.5,0.94,0.73,0
2023-01-01 20:00:00,0.0,18.5,72.9,2.5,0.0,18.8,24.7,0.0,0.92,0.51,0
2023-01-01 21:00:00,0.16,17.2,92.2,1.2,0.0,18.9,23.1,11.9,0.96,0.7,0
2023-01-01 22:00:00,0.0,21.9,88.2,3.8,0.0,21.9,23.4,0.0,0.92,0.28,0
2023-01-01 23:00:00,0.1,19.2,79.1,2.1,0.0,20.5,22.8,6.1,0.94,0.18,0
2023-01-02 00:00:00,0.55,20.7,95.0,0.9,0.0,21.3,25.1,20.6,0.92,0.26,0
2023-01-02 01:00:00,0.0,19.1,81.4,2.4,0.0,20.3,24.0,0.0,0.96,0.47,0
2023-01-02 02:00:00,0.7,15.6,90.4,2.6,0.0,15.4,23.4,31.0,0.92,0.78,0
2023-01-02 03:00:00,0.0,18.3,90.9,3.3,0.0,17.8,25.8,1.4,0.95,0.38,0
2023-01-02 04:00:00,0.0,18.3,91.6,3.6,0.0,17.6,23.7,1.7,0.93,0.07,0
2023-01-02 05:00:00,0.17,20.0,94.0,3.3,0.0,20.5,23.5,3.5,0.97,0.29,0
2023-01-02 06:00:00,0.0,17.8,87.5,3.5,0.0,19.4,24.9,0.0,0.98,0.14,0
2023-01-02 07:00:00,0.0,23.7,72.8,3.2,56.2,24.6,23.7,2.4,0.97,0.59,0
2023-01-02 08:00:00,1.26,20.8,76.9,1.7,116.4,21.8,24.7,52.2,0.93,0.43,0
2023-01-02 09:00:00,0.48,27.2,55.2,0.8,135.5,30.2,25.0,15.1,0.98,0.74,0
2023-01-02 10:00:00,1.04,28.5,67.3,2.0,175.5,31.6,23.9,40.6,0.98,0.68,0
2023-01-02 11:00:00,1.95,24.3,71.8,2.1,254.4,29.4,24.2,79.8,0.96,0.87,0
2023-01-02 12:00:00,7.862759650530631,29.9,55.9,2.3,354.9,35.8,22.3,121.5,0.98,0.44,0
2023-01-02 13:00:00,0.58,26.7,76.8,2.4,98.1,31.4,23.0,25.9,0.98,0.89,0
2023-01-02 14:00:00,0.56,25.2,69.7,3.1,94.6,26.2,22.7,22.1,0.97,0.7,0
2023-01-02 15:00:00,1.51,25.5,81.6,3.1,150.9,27.4,24.9,62.7,0.95,0.49,0
2023-01-02 16:00:00,1.07,23.5,64.5,3.8,110.4,27.8,25.1,44.4,0.94,0.17,0
2023-01-02 17:00:00,1.61,21.5,61.6,2.4,141.8,22.3,24.4,68.5,0.94,0.44,0
2023-01-02 18:00:00,0.72,17.3,77.4,1.2,18.3,16.3,23.9,29.3,0.92,0.81,0
2023-01-02 19:00:00,0.0,17.3,77.1,0.8,0.0,16.0,25.8,0.1,0.92,0.36,0
2023-01-02 20:00:00,0.0,16.8,81.4,2.2,0.0,17.1,24.6,0.0,0.95,0.74,0
2023-01-02 21:00:00,0.0,15.8,76.3,3.5,0.0,14.8,26.7,2.2,0.93,0.81,0
2023-01-02 22:00:00,0.0,15.0,89.0,0.8,0.0,15.3,23.7,0.0,0.98,0.07,0
2023-01-02 23:00:00,0.0,17.5,95.0,1.5,0.0,19.1,25.3,1.1,0.95,0.51,0
2023-01-03 00:00:00,0.01,16.5,95.0,4.8,0.0,14.4,24.3,0.0,0.93,0.35,0
2023-01-03 01:00:00,0.0,17.8,87.5,1.5,0.0,17.2,24.2,0.0,0.95,0.81,0
2023-01-03 02:00:00,0.16,17.8,86.2,3.4,0.0,16.4,24.3,10.6,0.94,0.2,0
2023-01-03 03:00:00,0.0,21.5,77.3,2.8,0.0,20.6,24.3,0.0,0.94,0.26,0
2023-01-03 04:00:00,0.0,18.1,85.1,2.6,0.0,16.3,24.8,2.2,0.96,0.34,0
2023-01-03 05:00:00,0.03,19.8,79.6,2.7,0.0,17.1,24.2,0.8,0.96,0.2,0
2023-01-03 06:00:00,0.31,20.9,73.6,3.2,0.0,20.4,24.8,11.9,0.95,0.49,0
2023-01-03 07:00:00,0.02,17.7,74.2,0.6,2.0,19.3,24.8,0.0,0.98,0.81,0
2023-01-03 08:00:00,1.04,20.3,87.1,3.7,141.8,23.9,23.7,42.5,0.94,0.72,0
2023-01-03 09:00:00,1.92,24.6,77.2,4.0,141.2,26.9,24.6,76.4,0.97,0.18,0
2023-01-03 10:00:00,2.82,26.3,64.0,3.2,250.4,29.7,24.4,115.4,0.93,0.39,0
2023-01-03 11:00:00,1.81,30.9,65.8,3.3,157.8,36.8,25.3,74.1,0.95,0.18,0
2023-01-03 12:00:00,2.4,24.3,75.3,2.3,250.1,33.1,23.0,100.8,0.96,0.33,0
2023-01-03 13:00:00,2.33,23.5,70.2,1.6,158.3,24.4,21.9,106.5,0.98,0.2,0
2023-01-03 14:00:00,0.91,29.1,67.9,2.0,191.5,31.4,25.9,35.1,0.92,0.9,0
2023-01-03 15:00:00,0.28,24.9,61.3,4.7,117.2,31.1,24.9,7.1,0.93,0.42,0
2023-01-03 16:00:00,0.4,20.4,76.3,3.6,71.7,21.3,24.7,14.1,0.92,0.61,0
2023-01-03 17:00:00,0.24,20.7,74.6,3.5,82.0,21.9,23.8,12.3,0.97,0.78,0
2023-01-03 18:00:00,0.0,21.4,89.5,1.0,0.0,18.9,22.9,1.2,0.96,0.37,0
2023-01-03 19:00:00,0.29,14.1,88.1,2.4,0.0,16.6,24.1,11.4,0.92,0.7,0
2023-01-03 20:00:00,0.0,20.9,81.5,1.8,0.0,24.2,24.0,0.7,0.93,0.76,0
2023-01-03 21:00:00,0.0,18.6,92.8,0.5,0.0,17.2,24.6,3.2,0.97,0.6,0
2023-01-03 22:00:00,0.0,21.4,91.9,3.0,0.0,21.1,24.5,0.0,0.93,0.09,0
2023-01-03 23:00:00,0.17,17.0,84.6,0.9,0.0,14.9,22.8,11.7,0.99,0.66,0
2023-01-04 00:00:00,0.0,17.7,78.8,2.5,0.0,18.6,25.0,0.0,0.93,0.56,0
2023-01-04 01:00:00,0.15,18.2,85.2,4.7,0.0,20.9,24.5,3.9,0.96,0.26,0
2023-01-04 02:00:00,0.04,20.1,85.5,3.8,0.0,18.2,24.6,3.6,0.97,0.67,0
2023-01-04 03:00:00,0.25,18.1,93.7,2.7,0.0,15.6,24.3,11.0,0.99,0.2,0
2023-01-04 04:00:00,0.27,17.8,90.1,1.9,0.0,19.5,24.2,10.1,0.94,0.75,0
2023-01-04 05:00:00,0.12,18.7,95.0,1.4,0.0,18.0,22.6,4.2,0.96,0.11,0
2023-01-04 06:00:00,0.32,22.4,69.8,4.2,4.1,24.0,24.3,9.9,0.97,0.46,0
2023-01-04 07:00:00,0.0,18.3,72.0,1.6,0.0,16.9,23.2,0.0,0.99,0.09,0
2023-01-04 08:00:00,1.49,24.6,70.1,3.3,132.0,27.0,25.3,55.9,0.93,0.57,0
2023-01-04 09:00:00,0.76,24.7,81.9,1.8,92.4,28.3,23.6,30.5,0.96,0.64,0
2023-01-04 10:00:00,1.04,24.1,73.7,3.4,157.1,26.6,24.1,39.8,0.94,0.61,0
2023-01-04 11:00:00,2.14,23.6,72.0,4.4,175.0,27.4,24.2,91.0,0.96,0.46,0
2023-01-04 12:00:00,1.93,24.0,78.0,3.6,277.4,31.2,25.1,75.6,0.98,0.64,0
2023-01-04 13:00:00,2.04,27.0,76.6,2.0,145.6,30.2,24.2,83.7,0.94,0.19,0
2023-01-04 14:00:00,0.93,25.5,74.4,5.6,156.0,29.7,23.6,40.3,0.94,0.71,0
2023-01-04 15:00:00,1.84,24.6,79.2,1.8,156.9,28.0,24.7,73.4,0.98,0.11,0
2023-01-04 16:00:00,0.3,23.5,84.7,2.9,100.7,26.1,23.7,10.4,0.98,0.63,0
2023-01-04 17:00:00,0.23,21.5,65.1,3.5,58.6,21.8,23.1,9.9,0.96,0.86,0
2023-01-04 18:00:00,0.02,21.5,73.3,2.9,0.0,21.9,23.9,2.8,0.95,0.23,0
2023-01-04 19:00:00,0.16,17.6,79.3,3.3,0.0,18.0,23.4,10.6,0.83,0.77,1
2023-01-04 20:00:00,0.0,16.9,81.8,0.8,0.0,19.6,22.9,0.0,0.87,0.1,1
2023-01-04 21:00:00,0.14,20.3,78.4,2.9,0.0,21.8,23.3,6.1,0.94,0.08,0
2023-01-04 22:00:00,0.0,18.3,95.0,3.6,0.0,16.5,24.2,0.0,0.93,0.53,0
2023-01-04 23:00:00,0.19,18.1,81.8,3.7,0.0,18.4,25.3,9.3,0.92,0.22,0
2023-01-05 00:00:00,0.0,18.4,95.0,3.0,0.0,17.5,25.0,0.2,0.98,0.66,0
2023-01-05 01:00:00,0.06,20.2,95.0,2.1,0.0,20.8,23.6,1.6,0.98,0.1,0
2023-01-05 02:00:00,0.0,19.4,88.3,5.1,0.0,18.5,24.7,0.0,0.97,0.52,0
2023-01-05 03:00:00,0.26,19.4,87.5,3.6,0.0,21.1,23.1,8.4,0.99,0.41,0
2023-01-05 04:00:00,0.0,18.8,95.0,1.9,0.0,20.3,23.6,1.6,0.93,0.46,0
2023-01-05 05:00:00,0.0,18.7,95.0,3.0,0.0,20.7,23.6,0.0,0.99,0.82,0
2023-01-05 06:00:00,0.64,20.3,85.6,0.0,58.6,21.2,23.8,24.6,0.99,0.55,0
2023-01-05 07:00:00,0.88,19.3,76.4,0.0,120.0,19.3,22.9,37.5,0.96,0.75,0
2023-01-05 08:00:00,0.41,22.6,83.4,4.0,63.5,25.2,24.8,17.1,0.93,0.73,0
2023-01-05 09:00:00,1.61,24.4,62.6,2.3,149.4,27.2,24.7,66.1,0.95,0.48,0
2023-01-05 10:00:00,1.11,29.7,68.1,3.3,142.6,31.1,23.7,47.1,0.97,0.43,0
2023-01-05 11:00:00,1.13,26.4,70.3,2.5,221.4,32.3,24.7,47.9,0.94,0.84,0
2023-01-05 12:00:00,0.99,29.6,61.1,3.4,111.9,33.3,23.6,43.8,0.94,0.68,0
2023-01-05 13:00:00,3.28,27.3,64.5,3.1,268.8,34.6,22.9,140.0,0.95,0.05,0
2023-01-05 14:00:00,0.23,23.5,67.4,3.2,50.8,22.6,23.5,14.4,0.95,0.62,0
2023-01-05 15:00:00,1.84,19.6,65.9,4.7,228.2,22.4,25.2,74.1,0.98,0.5,0
2023-01-05 16:00:00,1.12,24.8,74.7,3.0,105.9,26.7,23.2,46.3,0.98,0.27,0
2023-01-05 17:00:00,0.0,23.7,59.3,2.3,0.0,22.8,24.1,0.0,0.97,0.63,0
2023-01-05 18:00:00,0.22,17.1,81.2,1.8,22.0,19.7,24.2,10.2,0.98,0.59,0
2023-01-05 19:00:00,0.0,16.9,70.9,4.6,0.0,15.9,24.8,1.5,0.94,0.76,0
2023-01-05 20:00:00,0.0,16.9,75.5,2.8,0.0,19.6,23.2,0.6,0.97,0.43,0
2023-01-05 21:00:00,0.0,17.9,90.9,2.3,0.0,17.7,24.4,2.9,0.95,0.57,0
2023-01-05 22:00:00,0.0,14.9,88.9,0.8,0.0,15.6,24.6,3.3,0.94,0.66,0
2023-01-05 23:00:00,0.0,17.1,86.6,1.0,0.0,15.6,24.2,0.0,0.96,0.11,0
2023-01-06 00:00:00,0.0,19.8,95.0,1.1,0.0,20.4,25.4,0.8,0.95,0.62,0
2023-01-06 01:00:00,0.0,19.5,92.6,1.4,0.0,19.6,24.2,3.2,0.94,0.22,0
2023-01-06 02:00:00,0.23,17.7,79.6,2.6,0.0,16.9,26.0,9.8,0.93,0.77,0
2023-01-06 03:00:00,0.0,18.6,95.0,3.6,0.0,18.4,23.4,0.0,0.99,0.08,0
2023-01-06 04:00:00,0.0,17.9,77.9,5.1,0.0,16.6,24.2,1.7,0.99,0.49,0
2023-01-06 05:00:00,0.17,18.5,95.0,2.2,0.0,18.4,24.6,5.9,0.95,0.79,0
2023-01-06 06:00:00,0.76,19.9,86.4,3.1,1.4,19.9,23.9,30.6,0.96,0.16,0
2023-01-06 07:00:00,0.0,23.0,73.5,3.1,14.9,23.0,23.5,0.0,0.93,0.87,0
2023-01-06 08:00:00,2.33,23.9,69.9,4.3,167.9,29.1,23.6,97.9,0.93,0.1,0
2023-01-06 09:00:00,1.79,23.2,76.2,3.9,125.7,25.7,25.8,67.3,0.98,0.31,0
2023-01-06 10:00:00,0.72,25.1,74.1,3.9,97.8,24.4,23.9,29.3,0.94,0.7,0
2023-01-06 11:00:00,0.79,26.1,68.2,3.7,94.5,28.3,25.6,28.3,0.94,0.14,0
2023-01-06 12:00:00,0.81,26.3,79.9,2.7,141.9,26.7,21.6,39.9,0.9,0.81,1
2023-01-06 13:00:00,3.69,25.3,69.8,2.1,311.5,33.9,25.2,146.1,0.93,0.18,0
2023-01-06 14:00:00,0.52,25.7,78.5,2.2,77.6,25.8,23.6,22.7,0.97,0.61,0
2023-01-06 15:00:00,2.47,23.2,61.4,4.8,164.3,25.3,23.3,107.4,0.96,0.22,0
2023-01-06 16:00:00,1.03,25.8,69.3,3.3,99.3,29.2,24.4,40.7,0.94,0.55,0
2023-01-06 17:00:00,0.0,22.6,90.0,1.2,0.0,19.7,23.8,0.4,0.97,0.85,0
2023-01-06 18:00:00,0.27,20.0,75.5,4.4,0.0,20.4,24.7,8.7,0.96,0.77,0
2023-01-06 19:00:00,0.17,19.4,77.8,3.5,0.0,19.2,25.1,6.9,0.97,0.23,0
2023-01-06 20:00:00,0.04,18.8,83.8,0.4,0.0,22.7,23.7,2.6,0.82,0.64,1
2023-01-06 21:00:00,0.0,19.3,85.2,2.8,0.0,21.2,23.1,0.9,0.94,0.67,0
2023-01-06 22:00:00,0.0,18.1,84.1,3.3,0.0,18.1,23.3,0.0,0.98,0.86,0
2023-01-06 23:00:00,0.06,16.7,75.7,3.2,0.0,15.5,21.4,0.8,0.83,0.55,1
2023-01-07 00:00:00,0.56,17.3,87.1,2.7,0.0,21.1,25.6,25.1,0.98,0.54,0
2023-01-07 01:00:00,0.0,20.3,95.0,3.8,0.0,20.3,24.2,3.0,0.95,0.65,0
2023-01-07 02:00:00,0.06,17.0,91.4,2.4,0.0,14.2,24.7,6.0,0.97,0.56,0
2023-01-07 03:00:00,0.0,16.2,90.7,3.9,0.0,18.0,23.7,0.0,0.94,0.55,0
2023-01-07 04:00:00,0.31,18.7,92.1,2.3,0.0,16.0,24.0,12.2,0.98,0.27,0
2023-01-07 05:00:00,0.0,19.2,88.3,2.7,0.0,17.5,25.5,0.0,0.97,0.47,0
2023-01-07 06:00:00,0.0,18.4,80.9,1.3,15.1,19.2,23.9,0.7,0.94,0.26,0
2023-01-07 07:00:00,0.02,24.9,70.0,2.6,30.1,24.7,24.6,0.3,0.92,0.4,0
2023-01-07 08:00:00,0.51,23.5,67.4,3.6,157.1,26.5,24.6,18.2,0.93,0.88,0
2023-01-07 09:00:00,1.91,25.6,66.6,2.0,158.9,27.5,24.1,81.5,0.96,0.26,0
2023-01-07 10:00:00,1.35,26.4,82.3,2.9,180.9,30.6,24.2,57.4,0.95,0.46,0
2023-01-07 11:00:00,1.31,27.4,66.8,2.2,265.5,34.8,23.3,54.6,0.93,0.72,0
2023-01-07 12:00:00,1.32,26.6,71.6,3.4,264.9,31.4,24.6,53.3,0.96,0.71,0
2023-01-07 13:00:00,1.08,26.8,62.8,0.8,204.1,32.8,25.3,44.8,0.98,0.72,0
2023-01-07 14:00:00,0.86,25.7,74.2,4.0,197.3,31.1,23.6,35.6,0.93,0.82,0
2023-01-07 15:00:00,1.9,22.7,75.0,3.2,169.0,25.0,23.9,80.2,0.99,0.48,0
2023-01-07 16:00:00,1.5,21.3,73.6,3.0,149.7,22.5,24.5,61.7,0.93,0.5,0
2023-01-07 17:00:00,0.0,22.6,76.4,2.1,49.9,26.3,22.3,0.0,0.95,0.75,0
2023-01-07 18:00:00,0.0,18.4,76.6,1.7,0.0,17.5,25.1,3.0,0.94,0.69,0
2023-01-07 19:00:00,0.36,19.2,71.5,2.9,0.0,19.2,23.2,14.6,0.98,0.62,0
2023-01-07 20:00:00,0.04,19.4,86.4,0.2,0.0,21.5,24.5,1.9,0.98,0.23,0
2023-01-07 21:00:00,0.0,19.7,91.3,2.2,0.0,21.3,24.2,0.0,0.98,0.62,0
2023-01-07 22:00:00,0.0,13.8,95.0,2.3,0.0,14.2,24.5,0.4,0.94,0.09,0
2023-01-07 23:00:00,0.27,19.4,94.3,3.2,0.0,19.0,23.7,12.6,0.93,0.07,0
2023-01-08 00:00:00,0.0,17.7,91.7,0.2,0.0,16.3,23.3,0.0,0.97,0.56,0
2023-01-08 01:00:00,0.02,20.3,86.2,2.3,0.0,22.9,23.7,0.0,0.98,0.73,0
2023-01-08 02:00:00,0.81,18.5,94.9,3.3,0.0,18.9,23.6,30.5,0.97,0.42,0
2023-01-08 03:00:00,0.0,18.2,95.0,4.1,0.0,19.6,24.7,0.0,0.95,0.55,0
2023-01-08 04:00:00,0.18,18.5,90.9,4.3,0.0,19.1,23.6,8.2,0.94,0.48,0
2023-01-08 05:00:00,0.0,17.2,88.2,1.7,0.0,17.2,22.5,0.9,0.94,0.88,0
2023-01-08 06:00:00,0.11,18.0,83.1,4.1,0.0,16.8,24.0,3.2,0.96,0.49,0
2023-01-08 07:00:00,0.41,21.6,90.3,2.4,105.9,23.7,23.5,14.7,0.95,0.89,0
2023-01-08 08:00:00,0.63,19.7,74.1,2.7,41.7,21.9,23.6,25.1,0.95,0.27,0
2023-01-08 09:00:00,2.24,25.4,68.4,2.6,133.6,26.6,23.8,96.4,0.95,0.12,0
2023-01-08 10:00:00,0.96,27.9,73.2,3.3,178.0,31.9,23.3,37.7,0.95,0.67,0
2023-01-08 11:00:00,1.54,24.9,80.2,2.0,170.6,26.8,24.6,66.3,0.94,0.6,0
2023-01-08 12:00:00,1.05,24.9,72.4,3.3,319.3,31.0,23.3,41.4,0.96,0.83,0
2023-01-08 13:00:00,0.59,28.6,55.8,2.7,176.0,31.5,23.5,25.2,0.96,0.81,0
2023-01-08 14:00:00,1.37,25.3,77.3,4.9,64.3,25.4,23.6,57.8,0.92,0.36,0
2023-01-08 15:00:00,1.98,22.4,73.2,2.6,168.2,25.6,23.7,83.2,0.98,0.19,0
2023-01-08 16:00:00,1.22,23.9,59.1,1.6,121.5,27.0,23.0,55.9,0.98,0.51,0
2023-01-08 17:00:00,0.18,22.5,72.4,1.9,11.5,21.8,24.5,9.2,0.93,0.28,0
2023-01-08 18:00:00,0.0,16.8,91.1,4.9,0.0,16.4,23.2,0.0,0.96,0.58,0
2023-01-08 19:00:00,0.08,17.3,95.0,2.1,0.0,17.7,24.6,2.7,0.99,0.73,0
2023-01-08 20:00:00,0.0,19.2,87.7,2.4,0.0,19.1,23.4,1.3,0.95,0.55,0
2023-01-08 21:00:00,0.0,17.0,89.9,3.9,0.0,21.1,24.5,0.2,0.93,0.7,0
2023-01-08 22:00:00,0.59,18.0,95.0,0.0,0.0,19.7,23.9,26.5,0.93,0.58,0
2023-01-08 23:00:00,0.0,20.6,82.3,1.4,0.0,22.4,24.0,0.9,0.81,0.86,1
2023-01-09 00:00:00,0.0,20.1,95.0,3.3,0.0,21.2,24.2,0.0,0.95,0.77,0
2023-01-09 01:00:00,0.0,18.4,85.5,2.6,0.0,18.1,22.6,0.4,0.93,0.86,0
2023-01-09 02:00:00,0.26,19.8,74.9,1.6,0.0,21.2,23.6,10.8,0.98,0.25,0
2023-01-09 03:00:00,0.01,19.9,86.6,2.6,0.0,17.6,25.2,0.0,0.93,0.56,0
2023-01-09 04:00:00,0.0,12.4,95.0,4.0,0.0,12.7,24.9,1.7,0.98,0.11,0
2023-01-09 05:00:00,0.27,19.6,88.6,1.6,0.0,17.9,23.6,10.5,0.96,0.47,0
2023-01-09 06:00:00,0.61,18.8,79.4,3.6,56.1,19.0,24.8,23.0,0.94,,0
2023-01-09 07:00:00,0.43,19.3,73.2,2.3,26.0,21.4,24.4,17.4,0.93,0.82,0
2023-01-09 08:00:00,0.86,18.6,73.1,2.7,111.0,21.6,24.1,36.0,0.94,0.7,0
2023-01-09 09:00:00,1.7,26.0,67.6,0.0,181.1,30.2,23.5,69.9,0.95,0.44,0
2023-01-09 10:00:00,2.1,24.8,74.2,2.6,294.7,30.1,24.4,84.0,0.96,0.8,0
2023-01-09 11:00:00,2.04,27.0,56.0,4.9,193.7,32.5,23.6,87.6,0.95,0.22,0
2023-01-09 12:00:00,0.84,26.6,58.6,2.7,145.1,27.2,25.9,33.9,0.92,0.39,0
2023-01-09 13:00:00,1.76,26.3,62.2,3.1,259.6,33.1,24.4,73.5,0.93,0.88,0
2023-01-09 14:00:00,2.35,25.9,57.9,3.8,254.2,32.4,22.6,102.3,0.92,0.44,0
2023-01-09 15:00:00,1.52,24.5,70.4,3.6,93.3,25.3,23.0,65.0,0.93,0.11,0
2023-01-09 16:00:00,1.46,26.0,65.5,1.4,142.6,29.4,23.3,60.1,0.98,0.62,0
2023-01-09 17:00:00,1.02,24.0,70.2,2.5,59.3,23.6,25.6,39.6,0.93,0.26,0
2023-01-09 18:00:00,0.63,20.1,76.7,2.3,68.6,20.6,23.7,27.8,0.99,0.23,0
2023-01-09 19:00:00,0.05,15.3,95.0,0.9,0.0,16.0,24.2,3.1,0.98,0.11,0
2023-01-09 20:00:00,0.0,17.3,86.1,2.4,0.0,17.4,24.7,0.0,0.97,0.66,0
2023-01-09 21:00:00,0.19,21.4,82.8,2.5,0.0,22.0,23.9,9.0,0.94,0.06,0
2023-01-09 22:00:00,0.0,15.9,95.0,2.3,0.0,16.6,25.8,0.0,0.93,0.07,0
2023-01-09 23:00:00,0.07,20.0,82.4,4.1,0.0,19.7,24.2,3.3,0.94,0.38,0
2023-01-10 00:00:00,0.0,19.7,75.3,4.2,0.0,20.3,24.1,0.0,0.94,0.25,0
2023-01-10 01:00:00,0.16,17.7,91.8,3.2,0.0,18.7,26.2,4.7,0.94,0.42,0
2023-01-10 02:00:00,0.0,20.4,83.6,2.1,0.0,22.6,23.0,0.7,0.94,0.22,0
2023-01-10 03:00:00,0.31,13.3,95.0,3.0,0.0,13.6,24.8,10.6,0.98,0.33,0
2023-01-10 04:00:00,0.0,19.4,75.1,3.3,0.0,18.5,22.7,0.0,0.86,0.1,1
2023-01-10 05:00:00,0.26,19.9,73.9,1.7,0.0,20.6,24.6,9.6,0.98,0.33,0
2023-01-10 06:00:00,0.54,18.3,94.0,3.7,0.0,20.4,24.4,23.1,0.96,0.12,0
2023-01-10 07:00:00,0.59,20.9,84.5,1.3,77.2,20.2,23.3,20.9,0.99,0.7,0
2023-01-10 08:00:00,0.57,23.8,73.6,3.1,106.9,28.7,24.5,22.1,0.94,0.67,0
2023-01-10 09:00:00,0.37,25.9,72.4,4.5,218.1,31.4,23.8,16.6,0.97,0.86,0
2023-01-10 10:00:00,1.27,24.7,77.6,3.7,71.9,25.6,24.0,52.3,0.98,0.51,0
2023-01-10 11:00:00,1.07,26.9,72.8,2.5,181.0,29.2,24.5,45.9,0.98,0.62,0
2023-01-10 12:00:00,1.87,30.4,47.7,3.5,150.7,33.6,22.6,84.9,0.95,0.31,0
2023-01-10 13:00:00,3.67,24.6,61.7,4.5,220.0,26.4,23.8,156.8,0.96,0.1,0
2023-01-10 14:00:00,1.1,28.0,57.8,1.9,165.2,31.7,23.9,48.9,0.97,0.42,0
2023-01-10 15:00:00,1.27,23.5,71.5,1.3,71.3,24.0,23.0,55.4,0.93,0.28,0
2023-01-10 16:00:00,1.29,24.3,84.4,4.6,109.8,26.1,24.8,49.1,0.94,0.6,0
2023-01-10 17:00:00,0.49,23.9,74.7,0.9,96.1,26.4,25.3,19.3,0.94,0.65,0
2023-01-10 18:00:00,0.02,20.0,82.0,1.3,56.2,20.6,24.0,1.5,0.95,0.88,0
2023-01-10 19:00:00,0.0,18.9,75.2,2.5,0.0,21.4,23.0,1.4,0.97,0.57,0
2023-01-10 20:00:00,0.51,19.1,72.6,1.7,0.0,18.8,23.9,24.6,0.93,0.28,0
2023-01-10 21:00:00,0.06,20.5,90.3,0.8,0.0,21.1,24.8,4.3,0.96,0.57,0
2023-01-10 22:00:00,0.24,19.9,95.0,5.3,0.0,19.6,23.9,12.4,0.95,0.28,0
2023-01-10 23:00:00,0.0,19.8,79.6,0.6,0.0,21.1,23.6,1.7,0.95,0.6,0
2023-01-11 00:00:00,0.08,18.6,89.4,1.7,0.0,15.8,23.9,6.7,0.94,0.84,0
2023-01-11 01:00:00,0.05,16.5,84.4,2.7,0.0,17.4,23.9,0.8,0.94,0.63,0
2023-01-11 02:00:00,0.0,24.5,70.0,0.9,0.0,26.3,24.8,0.0,0.96,0.75,0
2023-01-11 03:00:00,0.0,15.9,76.6,0.8,0.0,17.5,24.9,1.1,0.98,0.78,0
2023-01-11 04:00:00,0.0,22.7,87.2,1.4,0.0,21.0,24.7,0.2,0.93,0.2,0
2023-01-11 05:00:00,0.0,22.1,,1.6,0.0,21.6,26.0,0.9,0.94,0.24,0
2023-01-11 06:00:00,0.42,17.8,84.3,0.0,0.0,18.0,25.6,17.3,0.97,0.41,0
2023-01-11 07:00:00,0.82,16.9,95.0,2.8,69.7,19.1,23.4,34.4,0.97,0.15,0
2023-01-11 08:00:00,0.42,25.3,71.6,2.4,84.9,23.0,23.8,25.1,0.87,0.53,1
2023-01-11 09:00:00,0.95,24.7,81.9,2.9,208.2,28.5,23.3,40.7,0.95,0.8,0
2023-01-11 10:00:00,2.37,25.7,76.5,3.6,156.8,28.4,23.4,101.5,0.95,0.11,0
2023-01-11 11:00:00,0.94,22.6,61.8,2.8,219.4,25.1,23.6,85.5,0.82,0.44,1
