timestamp,energy_output,temperature,humidity,wind_speed,solar_irradiance,panel_temp,voltage,current,power_factor,dust_level,maintenance_needed
2024-09-22 17:30:15.251594,2.65,27.1,88.8,1.7,251.1,28.8,24.2,8.1,0.96,0.11,0
2024-09-22 18:30:15.251594,1.73,22.3,80.9,2.6,92.2,26.2,24.5,6.6,0.98,0.93,0
2024-09-22 19:30:15.251594,0.0,21.8,86.9,4.4,0.0,20.5,25.5,0.8,0.95,0.27,0
2024-09-22 20:30:15.251594,0.11,21.1,81.6,1.4,0.0,19.4,24.6,0.5,0.95,0.88,0
2024-09-22 21:30:15.251594,0.49,18.4,62.2,2.3,0.0,19.6,23.8,2.5,0.98,0.31,0
2024-09-22 22:30:15.251594,0.0,9.4,70.6,3.2,0.0,10.3,24.5,-2.1,0.97,0.28,0
2024-09-22 23:30:15.251594,0.89,15.1,46.5,2.5,0.0,13.2,24.2,5.6,0.94,0.24,0
2024-09-23 00:30:15.251594,0.0,15.9,68.8,4.1,0.0,14.4,23.7,2.5,0.96,0.45,0
2024-09-23 01:30:15.251594,0.0,13.6,49.1,1.1,0.0,12.8,24.3,-0.9,0.96,0.44,0
2024-09-23 02:30:15.251594,0.04,11.8,48.4,3.3,0.0,11.3,25.2,-3.9,0.95,0.25,0
2024-09-23 03:30:15.251594,0.0,20.4,38.9,3.2,0.0,21.0,23.9,0.4,0.94,0.51,0
2024-09-23 04:30:15.251594,0.0,17.3,63.3,1.5,0.0,18.5,25.1,-1.3,0.95,0.9,0
2024-09-23 05:30:15.251594,0.0,18.9,32.6,3.6,0.0,20.1,23.7,-1.9,0.95,0.84,0
2024-09-23 06:30:15.251594,0.0,26.8,42.8,1.7,0.0,27.0,22.8,-0.0,0.87,0.77,0
2024-09-23 07:30:15.251594,2.69,24.4,36.5,3.3,301.1,29.3,24.2,9.4,0.94,0.45,0
2024-09-23 08:30:15.251594,3.82,32.3,38.8,2.4,509.9,37.7,24.6,17.2,0.93,0.91,0
2024-09-23 09:30:15.251594,7.99,29.7,46.6,1.5,623.5,36.8,23.6,32.7,0.93,0.33,0
2024-09-23 10:30:15.251594,5.46,23.3,41.6,2.9,583.8,31.5,23.6,21.6,0.96,0.99,0
2024-09-23 11:30:15.251594,7.18,36.7,55.5,2.1,708.3,48.3,23.3,23.4,0.97,0.64,0
2024-09-23 12:30:15.251594,7.02,33.5,62.1,1.3,704.3,44.8,25.1,29.8,0.98,0.43,0
2024-09-23 13:30:15.251594,7.57,39.3,64.3,2.5,735.9,52.9,23.3,29.1,0.93,0.57,0
2024-09-23 14:30:15.251594,7.05,30.6,61.6,3.9,665.4,41.1,23.3,26.5,0.93,0.28,0
2024-09-23 15:30:15.251594,7.52,32.8,73.1,1.8,757.4,43.0,24.4,27.6,0.95,0.13,0
2024-09-23 16:30:15.251594,2.8,29.8,70.1,3.2,251.1,33.8,24.7,13.1,0.95,0.55,0
2024-09-23 17:30:15.251594,1.63,29.8,82.2,1.7,257.8,31.2,23.7,10.1,0.96,0.5,0
2024-09-23 18:30:15.251594,0.45,26.1,92.8,0.2,0.0,26.6,24.6,4.6,0.94,0.72,0
2024-09-23 19:30:15.251594,0.13,25.9,68.4,3.3,0.0,24.8,25.9,-1.1,0.98,0.38,0
2024-09-23 20:30:15.251594,0.55,22.9,73.3,4.0,0.0,23.7,24.8,4.8,0.92,0.49,0
2024-09-23 21:30:15.251594,1.09,20.7,85.4,1.9,0.0,18.4,22.9,4.2,0.95,0.17,0
2024-09-23 22:30:15.251594,0.34,17.8,68.7,1.6,0.0,19.4,23.2,0.9,0.95,0.16,0
2024-09-23 23:30:15.251594,0.0,21.1,60.0,3.3,0.0,25.1,22.3,4.7,0.92,0.95,0
2024-09-24 00:30:15.251594,0.0,13.7,33.8,3.2,0.0,13.9,24.2,-0.6,0.97,0.41,0
2024-09-24 01:30:15.251594,0.23,14.5,56.4,2.6,0.0,11.1,24.8,1.6,1.02,0.49,0
2024-09-24 02:30:15.251594,0.0,17.0,37.4,1.5,0.0,16.1,25.6,1.6,1.0,0.16,0
2024-09-24 03:30:15.251594,0.0,19.5,39.5,3.1,0.0,18.0,23.5,0.6,0.94,0.64,0
2024-09-24 04:30:15.251594,0.18,16.3,44.2,2.3,0.0,16.7,23.8,-0.2,0.94,0.73,0
2024-09-24 05:30:15.251594,0.2,18.0,38.0,1.8,0.0,20.6,23.4,1.1,0.95,0.12,0
2024-09-24 06:30:15.251594,0.0,21.1,48.6,3.1,0.0,17.2,23.6,0.2,0.97,0.65,0
2024-09-24 07:30:15.251594,2.65,21.3,39.0,4.2,230.8,25.5,23.9,11.0,0.98,0.73,0
2024-09-24 08:30:15.251594,5.32,25.7,51.3,1.1,397.4,32.0,23.5,19.4,0.97,0.73,0
2024-09-24 09:30:15.251594,3.99,29.1,39.8,1.7,364.8,33.0,24.6,14.9,1.02,0.34,0
2024-09-24 10:30:15.251594,6.79,30.4,43.2,0.7,663.3,39.0,25.4,24.4,0.98,0.2,0
2024-09-24 11:30:15.251594,6.82,30.1,53.2,2.2,758.5,40.1,24.1,31.6,0.93,0.27,0
2024-09-24 12:30:15.251594,8.34,27.7,44.9,2.5,804.2,37.1,25.2,35.8,0.93,0.43,0
2024-09-24 13:30:15.251594,7.69,33.7,56.0,1.3,757.7,46.1,23.9,29.1,0.96,0.78,0
2024-09-24 14:30:15.251594,6.64,32.8,76.2,3.6,622.4,39.5,23.0,25.7,0.95,0.88,0
2024-09-24 15:30:15.251594,6.72,32.6,81.5,2.4,623.7,47.0,25.7,26.8,0.94,0.94,0
2024-09-24 16:30:15.251594,3.08,26.4,67.7,1.0,332.8,29.9,24.9,9.6,0.92,0.52,0
2024-09-24 17:30:15.251594,1.22,26.4,83.5,1.6,102.5,28.1,23.6,5.3,0.97,0.52,1
2024-09-24 18:30:15.251594,0.0,21.2,63.2,3.5,40.9,20.5,23.5,3.2,0.99,0.31,0
2024-09-24 19:30:15.251594,0.4,20.0,78.2,2.8,0.0,19.3,23.8,-0.1,0.97,0.7,0
2024-09-24 20:30:15.251594,0.0,18.7,69.2,4.9,0.0,15.0,22.1,3.0,0.98,0.67,0
2024-09-24 21:30:15.251594,0.0,14.8,73.8,3.9,0.0,16.2,23.9,0.4,1.01,0.95,0
2024-09-24 22:30:15.251594,0.28,19.3,65.4,3.0,0.0,18.5,23.3,-0.7,0.93,0.11,0
2024-09-24 23:30:15.251594,0.0,17.1,71.8,2.3,0.0,16.5,24.5,-3.0,0.94,0.76,0
2024-09-25 00:30:15.251594,0.0,18.2,55.1,3.2,0.0,19.2,24.1,-3.7,0.96,0.3,0
2024-09-25 01:30:15.251594,0.0,17.8,36.7,2.3,0.0,14.6,23.1,0.4,0.96,0.53,0
2024-09-25 02:30:15.251594,0.0,19.7,40.7,1.8,0.0,18.5,22.0,-4.6,0.95,0.2,0
2024-09-25 03:30:15.251594,0.14,14.9,37.5,2.2,0.0,14.7,23.8,2.0,0.99,0.59,0
2024-09-25 04:30:15.251594,0.65,16.3,48.8,3.0,0.0,13.7,24.0,2.3,0.95,0.21,0
2024-09-25 05:30:15.251594,0.48,18.3,35.4,0.5,0.0,15.8,23.4,2.3,0.95,0.64,0
2024-09-25 06:30:15.251594,0.23,19.1,54.4,2.4,21.4,19.3,24.6,1.0,0.89,0.36,0
2024-09-25 07:30:15.251594,3.52,21.2,25.3,2.5,324.9,24.8,24.3,17.6,0.98,0.69,0
2024-09-25 08:30:15.251594,5.32,31.1,54.5,5.6,493.0,37.1,22.8,19.8,0.96,0.36,0
2024-09-25 09:30:15.251594,4.44,25.4,58.6,3.9,524.7,35.0,23.3,18.7,0.99,0.8,0
2024-09-25 10:30:15.251594,5.84,30.2,32.3,1.2,603.5,35.6,24.6,23.1,0.99,0.54,0
2024-09-25 11:30:15.251594,8.33,28.4,50.9,2.4,847.6,41.0,26.0,35.0,0.94,0.66,0
2024-09-25 12:30:15.251594,7.44,33.0,76.4,3.0,785.9,48.1,23.3,29.3,0.97,0.66,0
2024-09-25 13:30:15.251594,7.47,29.2,58.1,2.1,730.7,40.7,24.4,31.2,0.94,0.48,0
2024-09-25 14:30:15.251594,5.33,30.8,62.0,1.7,615.0,42.0,23.5,22.7,0.96,0.21,0
2024-09-25 15:30:15.251594,6.1,26.3,82.4,1.1,613.7,32.5,25.1,25.3,0.95,0.52,0
2024-09-25 16:30:15.251594,1.61,25.1,85.3,2.2,191.8,28.5,23.7,4.8,0.95,0.68,0
2024-09-25 17:30:15.251594,2.56,26.4,79.6,2.7,254.5,29.6,21.7,12.8,0.95,0.46,0
2024-09-25 18:30:15.251594,0.81,20.6,79.7,1.2,90.0,20.5,25.2,5.2,0.93,0.55,0
2024-09-25 19:30:15.251594,0.16,18.0,73.2,3.7,0.0,19.0,25.6,1.9,0.98,0.54,0
2024-09-25 20:30:15.251594,0.0,23.3,70.6,4.7,0.0,23.3,23.6,-3.3,0.94,0.62,0
2024-09-25 21:30:15.251594,0.49,14.7,78.0,1.5,0.0,12.8,24.0,2.9,0.95,0.4,1
2024-09-25 22:30:15.251594,0.0,15.0,77.3,1.3,0.0,16.4,25.3,1.0,0.92,0.61,0
2024-09-25 23:30:15.251594,0.0,16.1,68.7,3.5,0.0,18.4,25.2,2.1,0.96,0.79,0
2024-09-26 00:30:15.251594,0.0,20.2,62.1,2.2,0.0,20.1,22.7,0.0,0.91,0.63,0
2024-09-26 01:30:15.251594,0.0,16.1,33.0,2.6,0.0,14.7,22.5,0.6,0.94,0.77,0
2024-09-26 02:30:15.251594,0.02,16.7,46.2,1.7,0.0,17.3,22.6,2.1,0.96,0.79,0
2024-09-26 03:30:15.251594,0.0,17.5,29.1,3.8,0.0,18.9,22.6,-0.8,0.95,0.46,0
2024-09-26 04:30:15.251594,0.0,20.2,37.1,2.3,0.0,20.0,22.5,-1.1,0.96,0.25,0
2024-09-26 05:30:15.251594,0.0,16.4,37.5,1.6,0.0,17.1,24.4,3.1,0.96,0.14,0
2024-09-26 06:30:15.251594,0.41,22.0,34.2,3.5,0.0,20.1,23.1,6.2,1.0,0.75,0
2024-09-26 07:30:15.251594,1.66,22.6,27.5,3.1,183.0,25.0,23.4,4.1,0.94,0.87,1
2024-09-26 08:30:15.251594,2.98,25.4,47.5,2.6,322.1,30.9,25.5,10.3,0.98,0.71,1
2024-09-26 09:30:15.251594,3.42,29.9,55.5,2.0,397.9,33.6,24.0,12.6,0.95,0.21,0
2024-09-26 10:30:15.251594,7.37,33.3,37.0,2.9,718.0,45.6,24.2,26.9,0.91,0.99,0
2024-09-26 11:30:15.251594,6.87,33.1,40.6,3.0,715.9,45.9,23.9,25.5,0.93,0.73,0
2024-09-26 12:30:15.251594,7.0,29.5,55.6,1.0,753.3,39.2,24.2,26.4,0.96,0.65,0
2024-09-26 13:30:15.251594,6.46,33.4,57.8,2.5,574.2,41.5,23.9,26.1,0.97,0.39,0
2024-09-26 14:30:15.251594,7.93,29.0,72.5,2.3,745.6,38.7,23.5,36.5,0.91,0.63,0
2024-09-26 15:30:15.251594,6.13,31.6,66.1,3.7,580.7,43.8,24.3,25.4,0.89,0.14,1
2024-09-26 16:30:15.251594,4.62,26.8,81.4,4.5,444.2,30.8,24.2,21.0,0.97,0.88,0
2024-09-26 17:30:15.251594,3.22,26.5,87.0,2.6,313.1,30.8,26.2,11.4,0.94,0.96,1
2024-09-26 18:30:15.251594,0.22,21.3,85.9,3.5,47.2,19.3,24.1,0.8,1.0,0.14,0
2024-09-26 19:30:15.251594,0.0,20.8,69.4,2.6,0.0,23.6,23.8,-0.2,0.95,0.13,0
2024-09-26 20:30:15.251594,0.39,23.6,93.9,2.9,0.0,21.7,23.1,1.4,0.97,0.4,0
2024-09-26 21:30:15.251594,0.0,18.3,92.3,2.2,0.0,19.7,24.4,3.0,0.98,0.33,0
2024-09-26 22:30:15.251594,0.86,16.2,61.0,2.1,0.0,20.5,25.5,3.0,0.91,0.32,0
2024-09-26 23:30:15.251594,0.0,16.3,63.3,2.3,0.0,13.7,24.3,2.2,0.96,0.94,0
2024-09-27 00:30:15.251594,0.0,13.3,50.7,3.0,0.0,11.9,24.5,-3.4,0.93,0.7,0
2024-09-27 01:30:15.251594,0.31,20.0,67.5,3.0,0.0,19.6,24.7,5.2,0.95,0.3,0
2024-09-27 02:30:15.251594,0.0,14.7,59.8,2.6,0.0,12.7,23.8,1.6,0.94,0.99,0
2024-09-27 03:30:15.251594,0.3,17.4,45.3,3.8,0.0,18.0,23.1,2.6,0.95,0.5,0
2024-09-27 04:30:15.251594,0.0,19.2,53.2,2.7,0.0,19.8,25.3,-1.5,0.95,0.58,0
2024-09-27 05:30:15.251594,0.0,22.9,39.4,1.3,0.0,22.3,25.2,1.5,0.89,0.17,0
2024-09-27 06:30:15.251594,0.56,18.8,13.3,3.7,20.1,17.9,23.5,3.8,0.95,0.91,0
2024-09-27 07:30:15.251594,2.25,24.5,22.9,3.5,184.1,24.5,25.5,9.4,0.96,0.21,0
2024-09-27 08:30:15.251594,5.88,26.7,48.3,3.3,567.9,37.8,24.0,24.3,0.92,0.31,0
2024-09-27 09:30:15.251594,5.23,25.8,40.7,1.6,611.1,29.9,23.1,21.7,0.9,0.53,0
2024-09-27 10:30:15.251594,5.45,31.5,39.8,4.4,624.0,39.5,26.1,20.0,0.95,0.75,0
2024-09-27 11:30:15.251594,6.09,32.9,55.5,1.8,715.6,42.4,23.0,27.0,0.94,0.96,0
2024-09-27 12:30:15.251594,7.7,30.6,49.9,3.9,773.5,42.0,23.4,29.5,0.9,0.97,0
2024-09-27 13:30:15.251594,6.9,33.4,52.1,3.2,717.5,45.4,21.1,31.0,0.96,0.75,0
2024-09-27 14:30:15.251594,8.27,32.8,81.6,2.8,780.0,39.1,23.0,29.8,0.89,0.85,0
2024-09-27 15:30:15.251594,4.85,28.9,72.5,4.7,573.3,37.6,25.1,19.0,0.93,0.95,0
2024-09-27 16:30:15.251594,3.46,26.6,71.2,4.0,332.9,30.9,23.8,16.7,1.0,0.53,0
2024-09-27 17:30:15.251594,2.23,21.0,93.5,3.0,203.0,22.7,23.9,5.8,1.01,0.47,0
2024-09-27 18:30:15.251594,0.0,22.6,76.4,3.2,0.0,20.7,24.8,0.6,0.93,0.51,0
2024-09-27 19:30:15.251594,0.07,18.5,95.6,1.2,0.0,18.0,24.2,2.6,0.94,0.62,0
2024-09-27 20:30:15.251594,0.24,16.6,71.5,4.1,0.0,15.8,23.2,0.4,0.94,0.28,0
2024-09-27 21:30:15.251594,0.0,16.7,76.4,1.1,0.0,16.1,23.3,-1.6,0.98,0.8,0
2024-09-27 22:30:15.251594,0.0,17.0,68.1,0.8,0.0,15.4,24.8,0.2,0.96,0.38,0
2024-09-27 23:30:15.251594,0.41,18.2,67.3,2.6,0.0,19.1,25.4,3.9,0.96,0.53,1
2024-09-28 00:30:15.251594,0.0,16.9,62.2,1.0,0.0,16.5,23.0,0.5,0.95,0.94,0
2024-09-28 01:30:15.251594,0.4,18.7,67.7,3.0,0.0,16.2,23.5,1.2,1.0,0.12,0
2024-09-28 02:30:15.251594,0.0,14.0,46.1,2.1,0.0,14.8,23.3,0.4,0.91,0.97,0
2024-09-28 03:30:15.251594,0.0,14.2,42.2,1.4,0.0,17.6,24.8,3.1,0.99,0.9,0
2024-09-28 04:30:15.251594,0.28,20.8,41.9,1.9,0.0,22.4,21.6,-2.3,0.98,0.59,0
2024-09-28 05:30:15.251594,0.0,26.2,28.6,3.8,0.0,27.4,23.6,2.3,0.97,0.48,0
2024-09-28 06:30:15.251594,0.74,24.3,32.2,1.6,0.0,26.6,23.2,3.4,0.93,0.82,0
2024-09-28 07:30:15.251594,1.08,24.9,43.2,2.3,130.9,25.7,23.0,0.4,0.92,0.33,0
2024-09-28 08:30:15.251594,4.06,25.2,41.9,2.2,406.0,32.0,23.5,17.7,1.0,0.72,0
2024-09-28 09:30:15.251594,3.92,37.9,46.2,2.4,404.3,43.0,23.5,17.0,0.97,0.68,0
2024-09-28 10:30:15.251594,7.16,34.2,27.3,1.6,663.2,46.0,24.0,29.1,1.0,0.86,0
2024-09-28 11:30:15.251594,7.26,27.4,61.9,1.6,740.4,36.2,23.7,27.5,0.95,0.14,0
2024-09-28 12:30:15.251594,8.42,27.3,57.1,1.8,794.6,41.1,23.3,33.8,1.03,0.68,0
2024-09-28 13:30:15.251594,6.25,38.3,73.3,3.1,607.8,41.0,24.4,25.6,0.97,0.58,0
2024-09-28 14:30:15.251594,7.68,28.1,61.9,0.8,713.2,40.1,23.3,31.7,0.93,0.74,0
2024-09-28 15:30:15.251594,4.86,29.8,96.9,1.4,492.6,38.0,23.6,22.4,0.99,0.52,0
2024-09-28 16:30:15.251594,5.5,27.7,72.2,2.7,519.2,35.1,24.4,21.0,0.89,0.9,0
2024-09-28 17:30:15.251594,1.64,21.9,68.1,1.4,195.0,23.6,23.9,6.5,0.97,0.94,1
2024-09-28 18:30:15.251594,0.48,27.3,105.9,1.6,8.1,27.4,25.7,1.4,0.99,0.42,0
2024-09-28 19:30:15.251594,0.64,23.2,64.6,1.2,0.0,22.7,24.0,1.1,0.97,0.58,0
2024-09-28 20:30:15.251594,0.21,19.6,82.9,1.4,0.0,20.5,23.6,3.9,0.93,0.6,0
2024-09-28 21:30:15.251594,0.0,16.8,75.2,0.5,0.0,16.6,22.9,-0.6,0.98,0.97,0
2024-09-28 22:30:15.251594,0.0,12.5,73.0,2.5,0.0,10.9,24.0,2.7,0.95,0.47,0
2024-09-28 23:30:15.251594,0.25,18.8,55.8,2.0,0.0,20.5,22.7,2.1,0.98,0.27,0
2024-09-29 00:30:15.251594,0.0,14.8,55.8,1.5,0.0,13.4,24.2,4.0,0.95,0.41,0
2024-09-29 01:30:15.251594,0.7,20.8,57.0,1.4,0.0,23.2,26.3,1.7,0.91,0.84,0
2024-09-29 02:30:15.251594,0.05,12.5,59.6,2.8,0.0,16.4,23.6,2.7,0.94,0.27,0
2024-09-29 03:30:15.251594,0.04,18.2,14.5,1.0,0.0,20.7,23.5,1.4,0.96,0.53,0
2024-09-29 04:30:15.251594,0.27,17.9,32.2,2.8,0.0,18.4,24.3,-0.7,0.99,0.51,0
2024-09-29 05:30:15.251594,0.0,23.0,39.4,2.9,0.0,24.5,25.1,2.4,0.96,0.11,0
2024-09-29 06:30:15.251594,0.12,26.9,37.1,4.7,0.0,24.9,22.0,2.2,0.91,0.81,0
2024-09-29 07:30:15.251594,2.31,27.7,47.3,3.0,260.0,32.5,22.4,5.1,0.96,0.23,0
2024-09-29 08:30:15.251594,5.25,29.1,36.9,4.0,492.6,36.9,22.2,15.9,0.97,0.52,0
2024-09-29 09:30:15.251594,4.69,25.2,38.9,1.3,383.4,32.2,24.4,16.2,0.97,0.87,0
2024-09-29 10:30:15.251594,5.55,30.0,46.0,2.6,560.0,36.1,23.5,23.5,0.93,0.52,0
2024-09-29 11:30:15.251594,5.75,28.5,64.5,2.9,614.0,34.3,23.9,22.3,0.96,0.84,0
2024-09-29 12:30:15.251594,7.29,32.9,64.6,2.6,692.5,39.4,24.7,24.8,0.93,0.67,1
2024-09-29 13:30:15.251594,6.08,30.2,49.7,2.6,718.8,41.5,25.4,25.4,0.95,0.92,1
2024-09-29 14:30:15.251594,6.32,27.8,80.7,2.6,612.7,37.7,22.5,28.4,0.97,0.79,0
2024-09-29 15:30:15.251594,4.81,37.4,63.6,2.9,514.7,46.7,25.7,19.5,1.01,0.28,1
2024-09-29 16:30:15.251594,4.79,23.5,83.0,2.3,469.3,28.3,21.8,20.3,0.95,0.82,0
2024-09-29 17:30:15.251594,1.85,27.4,68.6,3.5,252.5,32.5,23.6,9.3,0.95,0.53,0
2024-09-29 18:30:15.251594,2.15,27.8,77.7,3.2,220.2,33.1,23.9,11.3,0.94,0.7,0
2024-09-29 19:30:15.251594,0.45,22.9,81.2,2.1,0.0,26.2,23.8,1.3,0.94,0.63,0
2024-09-29 20:30:15.251594,0.0,21.3,78.5,3.4,0.0,20.4,23.2,0.2,0.95,0.82,0
2024-09-29 21:30:15.251594,0.41,17.3,62.7,3.1,0.0,15.9,25.9,0.3,0.98,0.81,0
2024-09-29 22:30:15.251594,0.0,17.8,56.7,2.8,0.0,18.8,22.6,-0.2,0.94,0.97,0
2024-09-29 23:30:15.251594,0.25,18.5,66.8,2.0,0.0,18.1,22.6,-1.3,0.96,0.34,1
2024-09-30 00:30:15.251594,0.18,9.6,55.7,2.6,0.0,6.7,23.0,1.9,0.93,0.66,0
2024-09-30 01:30:15.251594,0.2,10.4,47.9,2.6,0.0,8.3,24.4,-2.4,0.89,0.27,0
2024-09-30 02:30:15.251594,0.0,17.4,52.6,2.1,0.0,15.7,25.3,-1.5,0.95,0.34,0
2024-09-30 03:30:15.251594,0.33,15.1,49.5,2.2,0.0,15.3,22.9,2.1,0.96,0.62,0
2024-09-30 04:30:15.251594,0.13,19.2,34.8,3.1,0.0,20.0,25.1,2.0,0.92,0.43,0
2024-09-30 05:30:15.251594,0.28,19.7,42.2,1.2,0.0,18.2,23.5,0.1,0.9,0.92,0
2024-09-30 06:30:15.251594,0.74,21.5,41.9,1.6,98.4,19.2,24.4,1.3,0.92,0.45,0
2024-09-30 07:30:15.251594,2.26,33.0,40.3,2.7,226.5,33.2,26.1,8.4,0.97,0.52,0
2024-09-30 08:30:15.251594,2.59,29.8,71.0,1.9,336.3,31.6,24.3,13.1,0.96,0.74,0
2024-09-30 09:30:15.251594,4.23,21.6,44.5,1.9,426.2,30.2,22.7,13.1,0.99,0.62,0
2024-09-30 10:30:15.251594,5.38,28.1,36.0,2.8,495.0,40.6,23.5,21.4,0.99,0.51,0
2024-09-30 11:30:15.251594,7.1,28.1,62.1,0.8,645.1,36.3,22.1,28.4,0.94,0.59,0
2024-09-30 12:30:15.251594,5.7,31.9,59.7,2.5,630.1,39.7,23.3,22.4,0.96,0.26,0
2024-09-30 13:30:15.251594,7.02,27.5,75.6,3.1,667.9,35.6,24.5,28.5,0.97,0.94,0
2024-09-30 14:30:15.251594,5.4,30.4,74.0,3.4,636.3,41.9,24.8,19.8,0.91,0.27,0
2024-09-30 15:30:15.251594,4.33,27.2,60.8,2.7,526.9,33.4,23.8,17.5,0.95,0.53,0
2024-09-30 16:30:15.251594,5.14,25.8,88.8,3.5,411.4,30.1,22.8,17.5,0.94,0.18,0
2024-09-30 17:30:15.251594,0.0,16.9,75.1,2.8,0.0,19.1,22.7,-2.6,0.93,0.87,0
2024-09-30 18:30:15.251594,2.07,26.1,68.9,2.6,226.2,30.3,25.9,5.3,0.95,0.93,0
2024-09-30 19:30:15.251594,1.03,19.8,62.8,2.1,0.0,21.7,22.0,10.1,0.97,0.35,0
2024-09-30 20:30:15.251594,0.0,18.0,79.7,2.2,0.0,18.1,25.0,-2.7,0.96,0.86,0
2024-09-30 21:30:15.251594,0.04,17.5,86.3,3.3,0.0,17.7,26.5,-2.6,0.94,0.56,0
2024-09-30 22:30:15.251594,0.1,16.0,71.7,2.3,0.0,15.6,24.2,-0.5,0.93,0.96,0
2024-09-30 23:30:15.251594,0.0,10.3,78.5,4.4,0.0,10.1,24.5,1.8,0.92,0.18,0
2024-10-01 00:30:15.251594,0.0,18.2,61.5,4.2,0.0,19.4,24.3,3.2,0.93,0.26,0
2024-10-01 01:30:15.251594,0.03,11.3,39.1,1.8,0.0,10.1,24.4,-0.9,0.92,0.36,0
2024-10-01 02:30:15.251594,0.33,16.2,29.3,1.0,0.0,15.4,24.9,2.1,0.98,0.55,0
2024-10-01 03:30:15.251594,0.0,15.8,42.3,1.1,0.0,19.1,23.4,-0.9,0.92,0.52,0
2024-10-01 04:30:15.251594,0.0,17.0,46.7,2.0,0.0,17.9,23.1,3.9,0.94,0.16,0
2024-10-01 05:30:15.251594,0.0,24.4,44.2,2.5,0.0,26.0,24.6,0.2,0.98,0.39,0
2024-10-01 06:30:15.251594,0.45,24.8,45.4,0.4,0.0,25.1,23.7,1.2,0.89,0.87,0
2024-10-01 07:30:15.251594,2.04,19.5,43.2,4.7,141.5,21.0,23.6,6.5,0.98,0.8,0
2024-10-01 08:30:15.251594,4.66,25.6,35.0,3.0,426.1,28.8,24.5,21.8,0.93,0.76,0
2024-10-01 09:30:15.251594,6.64,29.1,40.0,3.8,673.2,42.7,21.7,21.5,0.94,0.15,0
2024-10-01 10:30:15.251594,7.37,28.1,40.5,2.2,616.0,38.1,24.6,33.8,0.92,0.37,0
2024-10-01 11:30:15.251594,6.61,26.7,75.6,1.1,651.7,38.7,26.0,27.4,0.99,0.43,0
